hexagram_line_id,position,is_constituting_ruler,is_governing_ruler,change_text,change_interpretation,created_at,updated_at,deleted_at,hexagram_id
267,3,f,f,"Gathering together amid sighs.
Nothing that would further.
Going is without blame.
Slight humiliation.","In situations where a person feels isolated due to others already being part of a group, it is advisable to seek progress by aligning with someone closer to the group's center. This alliance can help gain entry into the closed circle, despite initially feeling like an outsider. Although this may be initially humbling, it is not a mistake.",2023-06-17 22:41:12.823702+00,2023-06-17 22:41:12.823712+00,,45
268,4,t,t,Great good fortune. No blame.,This is a summary of a person who brings people together in service of their ruler. Their selfless efforts lead to successful unity and the fulfillment of their purpose.,2023-06-17 22:41:51.892716+00,2023-06-17 22:41:51.892727+00,,45
269,5,t,t,"If in gathering together one has position,
This brings no blame.
If there are some who are not yet sincerely in the work,
Sublime and enduring perseverance is needed.
Then remorse disappears.","When individuals gather around someone, it can be advantageous, granting them influence. However, if people gather solely due to the person's position of power, it is regrettable. To address this, earning their trust through unwavering dedication to duty is key. By doing so, suspicions will diminish, and regrets will be avoided.",2023-06-17 22:43:19.431198+00,2023-06-17 22:43:19.431208+00,,45
270,6,f,f,"Lamenting and sighing, floods of tears.
No blame.","When someone seeks an alliance but is misunderstood, they may feel sad and lament. However, this can be the right approach. It has the potential to make the other person realize their mistake and ultimately lead to the desired alliance, which was initially missed.",2023-06-17 22:43:55.997124+00,2023-06-17 22:43:55.997138+00,,45
271,1,t,f,"Pushing upward that meets with confidence
Brings great good fortune.","In the process of ascent, strength is drawn from the root, like wood, which resides in the lowest position. Similarly, the power to rise comes from this humble and hidden place. However, there exists a spiritual connection with the higher authorities, fostering confidence necessary for achievement.",2023-06-17 22:44:50.072815+00,2023-06-17 22:44:50.07283+00,,46
272,2,f,f,"If one is sincere,
It furthers one to bring even a small offering.
No blame.","In this scenario, an individual stands out due to their brusque nature and disregard for social formalities. Despite not conforming to societal norms, their integrity and character earn them recognition and acceptance. While the corresponding line in the previous hexagram (Gathering Together) emphasized humility as the source of uprightness, here it is attributed to the individual's inherent qualities of character.",2023-06-17 22:46:10.288731+00,2023-06-17 22:46:10.288743+00,,46
273,3,f,f,One pushes upward into an empty city.,"Success comes effortlessly as obstacles vanish. Follow this path confidently and reap the benefits. External appearances suggest order and harmony, though no guarantee of good fortune is given. The duration of unhindered success remains uncertain. Avoid doubting thoughts as they limit your potential. Instead, seize the favorable moment and make the most of it.",2023-06-17 22:46:48.594531+00,2023-06-17 22:46:48.594543+00,,46
274,4,f,f,"The king offers him Mount Ch'i.
Good fortune. No blame.","Mount Ch'i, located in western China, holds significance as the homeland of King Wên. During the rise of the Chou dynasty, King Wên introduced his accomplished supporters to the mountain's deity. As a result, they were honored alongside the ruler in the ancestral halls. This event represents a phase where progress leads to achievement. One gains recognition among both divine beings and humanity, becoming part of a group that nurtures the nation's spiritual well-being, thus attaining enduring significance.",2023-06-17 22:47:39.021919+00,2023-06-17 22:47:39.021932+00,,46
275,5,f,t,"Perseverance brings good fortune.
One pushes upward by steps.","To achieve success, it is crucial not to be consumed by it. Even when experiencing significant accomplishments, one should remain grounded and avoid rushing. Progress should be steady and deliberate, taking each step cautiously without skipping any stages. By maintaining a calm and measured approach, one can steadily move towards their desired goal.",2023-06-17 22:48:24.986849+00,2023-06-17 22:48:24.986862+00,,46
276,6,f,f,"Pushing upward in darkness.
It furthers one
To be unremittingly persevering.","Pushing blindly upward without considering the possibility of retreat can lead to exhaustion. It is essential to remember the importance of being conscientious and consistent. By doing so, one can avoid being driven solely by impulsive actions, which are often detrimental.",2023-06-17 22:48:59.487258+00,2023-06-17 22:48:59.48727+00,,46
277,1,f,f,"One sits oppressed under a bare tree
And strays into a gloomy valley.
For three years one sees nothing.","In the face of adversity, it is crucial for individuals to exhibit strength and overcome their challenges internally. Weakness leads to being overwhelmed by troubles, causing one to stagnate and succumb to sadness. This negative mindset exacerbates the situation, creating a sense of hopelessness. Overcoming this delusion is essential for progress.",2023-06-17 22:51:22.949891+00,2023-06-17 22:51:22.949902+00,,47
278,2,t,t,"One is oppressed while at meat and drink.
The man with the scarlet knee bands is just coming.
It furthers one to offer sacrifice.
To set forth brings misfortune.
No blame.","This metaphorical description depicts a feeling of internal oppression despite outward comfort. The individual is tired of mundane life but sees no way out. However, assistance arrives in the form of a prince seeking capable aides. Yet, there are still obstacles to overcome. Therefore, it is crucial to address these challenges openly through offerings and prayer. Rushing into action without proper preparation would be harmful, although not morally incorrect. The key is to patiently overcome this unpleasant situation with a resilient mindset.",2023-06-17 22:52:47.667073+00,2023-06-17 22:52:47.667083+00,,47
